gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,0.06632741908223602,1,1,1.3859516634712212,0.5595996982967512,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.8702409464784622,1,1,1.0868548369057944,-0.519378165966412,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,1,1,-0.9109613101984925,1,0,-0.5083282381098154,-0.7975107578182093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,1.5322605130033287,1,1,0.15633137648002204,1.1436781411855257,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
0,0,1,1,-0.6259187641582801,1,0,-1.47208467926508,-0.8226751351762291,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,1.2472179669631163,1,1,0.4886611837749408,1.1388218578357323,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,0,1,0,-0.7888002190384015,1,1,0.3889622415864652,-0.5741217237277181,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0.6771328748826914,1,1,0.6548260874224001,0.7172081670127697,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-1.2367242199587354,1,0,-0.5083282381098154,-0.9643903129292878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-1.2367242199587354,1,1,0.5218941645044327,-0.9436407386165346,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0.7992939660427824,1,1,0.4886611837749408,0.8545085417205617,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,1.4915401492832985,1,1,-0.009833527167437319,0.8708433129880482,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
0,1,0,0,0.4328106925625092,1,1,0.8542239717993514,0.6871875063049566,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.7073594915983408,1,1,1.1533207983647782,-0.37766298821335337,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,1,0,-0.3001558543980372,1,1,0.15633137648002204,-0.23374040893766138,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0,-0.9924020376385532,1,1,0.5218941645044327,-0.7277568697029967,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1.1250568758030253,1,1,0.32249628012748144,0.960022334502434,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
1,1,0,0,-0.5851984004382497,1,1,1.0203888754468107,-0.23374040893766138,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,1.2472179669631163,1,1,1.1533207983647782,1.778968299399393,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1,1,1,1,1.3693790581232073,1,1,1.452417624930205,2.1167007323622897,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,1,1,0.06632741908223602,1,0,-1.3391527563471124,-0.6125305102215378,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,1.6137012404433895,1,1,1.4191846442007132,2.4597309289795066,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,0,0.5956921474426307,1,1,1.18655377909427,1.0708338909386264,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,1.1250568758030253,1,1,0.8209909910698595,1.3988537572019366,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,1.6137012404433895,0,0,-0.7409591032162585,0.3004507595396002,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,-0.5851984004382497,1,1,-0.34216333446235603,-0.5847172510363581,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,-0.9516816739185229,1,0,0.9871558947173189,-0.6288652814890243,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.196003856238705,1,1,0.3557292608569733,-0.8994927081638684,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,0.5956921474426307,1,1,0.4554282030454489,0.604189209053944,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,-0.05583367207785505,1,0,0.4886611837749408,0.09516241793470218,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,1,0.7178532386027217,1,0,-1.47208467926508,-0.5966372192585779,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-0.9109613101984925,1,1,0.4886611837749408,-0.6156208723532244,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.2774445836787658,1,0,-0.5083282381098154,-0.9855813675465676,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0.7992939660427824,1,1,-1.47208467926508,-0.5260003705343119,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,1,1,1,1.2879383306831467,1,1,1.5521165671186807,2.1268547793664028,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,1,1.2064976032430859,1,1,-1.3391527563471124,-0.3785459488224067,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,1,-1.196003856238705,1,1,-0.009833527167437319,-0.9290718885671547,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0.9621754209229038,1,0,1.5188835863891887,1.703033687020807,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,0,0,0.5549717837226003,1,0,-0.30893035373286415,0.17948515609929472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
0,0,1,1,-0.9924020376385532,1,0,-0.34216333446235603,-0.7944203956865227,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,-0.09655403579788539,1,1,0.32249628012748144,-0.07524897961258956,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.51425142000257,1,1,-1.3059197756176204,-0.4703738521639525,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,1,-1.2774445836787658,1,1,0.4886611837749408,-0.9723369584107677,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,-0.8702409464784622,0,0,-0.47509525738032354,-0.7577775304108098,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-1.0331224013585836,1,1,0.3557292608569733,-0.7882396714231494,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.39209032884247885,1,1,1.2862527212827457,0.9030713752184946,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,0,0.6771328748826914,1,1,-1.47208467926508,-0.5776535661639314,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-0.9516816739185229,1,1,1.1533207983647782,-0.6019349829128978,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,0.10704778280226637,1,1,-0.07629948862642107,-0.02933502794181665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,1,0.636412511162661,1,0,-1.47208467926508,-0.5405692205836917,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,0.5549717837226003,1,1,-1.5053176599945717,-0.5979616601721579,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,0,-0.13727439951791576,0,0,-1.0400559297816856,-0.5617602752009716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,1,-0.09655403579788539,1,0,0.5883601259634164,0.12739048016514853,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,-1.2774445836787658,1,0,0.32249628012748144,-0.974544359933401,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,1.3693790581232073,1,1,0.6548260874224001,1.5154045575969755,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,0,0,1.328658694403177,1,1,1.5521165671186807,2.130386621802616,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1.6137012404433895,1,1,1.18655377909427,2.2857876889960016,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,-0.8295205827584318,1,1,0.4554282030454489,-0.5979616601721579,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1.572980876723359,1,1,0.05663243429154643,1.0889345834242194,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,0,-1.1145631287986444,1,0,-1.438851698535588,-0.9573266280568612,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0.7992939660427824,1,0,-1.438851698535588,-0.5184952053573586,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,0,-0.3001558543980372,1,1,1.1200878176352862,0.10266758311165543,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2774445836787658,1,0,-1.47208467926508,-0.9983842963778408,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,-1.2774445836787658,1,0,-1.5053176599945717,-0.9988257766823675,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.22920887396235742,1,0,1.0203888754468107,0.5843225953502442,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0,1,1,0,1.3693790581232073,0,0,-0.6412601610277829,0.3291469793338333,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,1.450819785563268,1,1,1.5188835863891887,2.352892695284054,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-1.1145631287986444,0,0,-1.3391527563471124,-0.9630658720157078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1.6137012404433895,1,1,1.3194857020122375,2.216916761489842,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
0,0,0,0,-0.01511330835782469,0,0,-1.1397548719701611,-0.5979616601721579,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0.4328106925625092,1,0,0.9871558947173189,0.7238303715806697,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
1,0,1,1,1.6137012404433895,1,0,-1.5053176599945717,-0.4054762473985331,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,0,0.9214550572028735,1,1,1.0536218561763024,1.305259932642284,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.7992939660427824,1,0,-0.24246439227388045,0.3357691839017332,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,0.4328106925625092,1,1,0.8874569525288433,0.7383992216300495,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0.18848851024232707,1,1,0.3889622415864652,0.25895161091409397,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.2879383306831467,0,1,-0.34216333446235603,0.5039731799263917,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
1,0,1,1,-1.196003856238705,1,0,0.8209909910698595,-0.8977267869457617,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.14776814652229672,0,0,-1.1065218912406691,-0.510107079571352,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,-0.9109613101984925,1,1,1.18655377909427,-0.5374788584520052,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,0.3513699651224485,1,0,-1.47208467926508,-0.6385778481886109,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,-0.21871512695797646,1,1,0.688059068151892,-0.05758976743152305,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,1,0.9621754209229038,1,1,1.1533207983647782,1.4275499769961697,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,0,0,-1.073842765078614,1,0,-1.47208467926508,-0.9577681083613878,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.196003856238705,1,1,0.32249628012748144,-0.9061149127317684,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-1.0331224013585836,1,0,-0.47509525738032354,-0.8526957958840422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,-1.1552834925186748,1,0,-1.47208467926508,-0.9798421235877209,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0.02560705536220566,1,1,0.7877580103403676,0.3291469793338333,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0,1,0,0,-0.21871512695797646,1,1,0.4554282030454489,-0.06465345230394966,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,1.6137012404433895,1,1,-1.3723857370766042,-0.24654333776893458,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-1.2774445836787658,1,0,-1.5053176599945717,-0.9988257766823675,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,0,1.572980876723359,0,1,-0.27569737300337227,0.752085111070376,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
0,0,0,0,-0.7888002190384015,1,1,0.688059068151892,-0.4708153324684792,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,-0.3001558543980372,0,1,-0.20923141154438857,-0.344110485069327,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1.4100994218432377,1,0,-0.47509525738032354,0.43201189028854564,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,-1.2774445836787658,0,1,-0.9735899683227016,-0.9917620918099408,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-1.2367242199587354,1,0,-0.6744931417572748,-0.9714539978017144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.4328106925625092,1,1,-1.3059197756176204,-0.48273530069069903,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,-0.3815965818380979,1,1,0.3557292608569733,-0.22226192101996814,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1.2879383306831467,1,0,-1.47208467926508,-0.44344355358782606,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,1,1.0028957846429343,1,1,-1.5053176599945717,-0.490681946172179,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,0,-1.2774445836787658,1,1,0.1895643572095139,-0.9763102811515076,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1.6137012404433895,1,1,0.7877580103403676,1.8292970541154325,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,-0.9924020376385532,1,0,0.22279733793900577,-0.758660491019863,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,0,1.1657772395230557,1,1,1.219786759823762,1.6288649958603276,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1,0,0,0,1.2879383306831467,1,1,0.6548260874224001,1.327775428173144,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,1.572980876723359,1,0,-1.3723857370766042,-0.23197448771955473,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,1.328658694403177,1,1,1.1533207983647782,1.8253237313746926,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1,0,0,0,-1.196003856238705,1,0,-1.5053176599945717,-0.9802836038922477,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,-1.2774445836787658,1,1,-0.6412601610277829,-0.9873472887646743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,-0.09655403579788539,1,0,-0.009833527167437319,-0.1555983950364421,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1,0,1,1,-0.7073594915983408,1,1,0.15633137648002204,-0.5343884963203185,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
0,0,1,1,-0.9924020376385532,1,1,0.12309839575053018,-0.7582190107153364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.0331224013585836,1,0,1.0203888754468107,-0.71804430300341,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,1,1,1.5322605130033287,1,1,1.452417624930205,2.4937249124280596,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
1,0,1,1,1.2064976032430859,1,0,0.7212920488813839,1.2951058856381708,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,1,1,-1.073842765078614,1,0,-1.5053176599945717,-0.9573266280568612,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,-0.7480798553183711,1,1,0.5218941645044327,-0.4986285916536589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-0.42231694555812826,1,1,0.6548260874224001,-0.20327826792532167,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,1,-0.42231694555812826,1,0,-1.47208467926508,-0.8222336548717024,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
